"","field","date","total_precip","max_temp_5","min_temp_5","max_temp_10","min_temp_10","avg_moist","max_moist","avg_moist_10cm","max_moist_10cm","plot","treatment","compound","concentration","lys_num","month"
"21","1",2018-01-22,0.400000005960464,7.59999990463257,6.40000009536743,7.90000009536743,5.80000019073486,0.445415172932876,0.448011368513107,0.427314360729522,0.434258908033371,NA,NA,NA,NA,NA,NA
"22","1",2018-01-23,10.0000001490116,7.40000009536743,6.40000009536743,7.5,5.80000019073486,0.450974013656378,0.470870971679688,0.421959640665187,0.431778281927109,NA,NA,NA,NA,NA,NA
"23","1",2018-01-24,3.20000006258488,8.10000038146973,7.09999990463257,8.30000019073486,6.19999980926514,0.45836636196408,0.471046477556229,0.422296303220921,0.435597240924835,NA,NA,NA,NA,NA,NA
"24","1",2018-01-25,18.2000004053116,7,6.19999980926514,6.59999990463257,5.40000009536743,0.456653061840269,0.470519244670868,0.427736808649368,0.447392016649246,NA,NA,NA,NA,NA,NA
"25","1",2018-01-26,1.20000001788139,6.59999990463257,5.59999990463257,6.80000019073486,5,0.454653265782528,0.460087448358536,0.423914019018412,0.434034824371338,NA,NA,NA,NA,NA,NA
"26","1",2018-01-27,1.80000002682209,8.10000038146973,6.40000009536743,8.39999961853027,6,0.435041705974274,0.445519357919693,0.415862142211861,0.427875071763992,NA,NA,NA,NA,NA,NA
"27","1",2018-01-28,0,10.1999998092651,8.10000038146973,10.8999996185303,8.19999980926514,0.443564362203081,0.44862824678421,0.432416200430857,0.441063195466995,NA,NA,NA,NA,NA,NA
"28","1",2018-01-29,7.40000009536743,9.19999980926514,8.19999980926514,9.19999980926514,7.80000019073486,0.445815742843681,0.466223776340485,0.434755008253786,0.441063195466995,NA,NA,NA,NA,NA,NA
"29","1",2018-01-30,0.800000011920929,8.80000019073486,7.90000009536743,8.89999961853027,6.90000009536743,0.449921226749818,0.460656523704529,0.423089582886961,0.433360904455185,NA,NA,NA,NA,NA,NA
"30","1",2018-01-31,0,8,6.5,8.19999980926514,5.69999980926514,0.444330378332072,0.447805196046829,0.434359690588382,0.439333319664001,NA,NA,NA,NA,NA,NA
"31","1",2018-02-01,0.200000002980232,8.30000019073486,6.90000009536743,8.5,6.30000019073486,0.44281868222687,0.444047510623932,0.4380110198011,0.439115822315216,NA,NA,NA,NA,NA,NA
"32","1",2018-02-02,0,10.5,8.10000038146973,11.3000001907349,7.90000009536743,0.440539410751727,0.442135274410248,0.437523506374823,0.438898026943207,NA,NA,NA,NA,NA,NA
"33","1",2018-02-03,0,11.1000003814697,9.5,11.8999996185303,9.39999961853027,0.437977049706711,0.439115822315216,0.435898352828291,0.437585383653641,NA,NA,NA,NA,NA,NA
"34","1",2018-02-04,0,11,9,11.8999996185303,8.60000038146973,0.430492520953218,0.436704635620117,0.429102661915951,0.435819298028946,NA,NA,NA,NA,NA,NA
"35","1",2018-02-05,0,11.1999998092651,9.69999980926514,11.8000001907349,8.80000019073486,0.432610704873999,0.435152262449265,0.433144482887453,0.437365621328354,NA,NA,NA,NA,NA,NA
"36","1",2018-02-06,0,9.69999980926514,7.5,9.39999961853027,6.40000009536743,0.433687331361903,0.434706151485443,0.434673914271924,0.437365621328354,NA,NA,NA,NA,NA,NA
"37","1",2018-02-07,0,9.10000038146973,6.90000009536743,9.39999961853027,5.90000009536743,0.43316455785599,0.434482663869858,0.435202055921157,0.437145590782166,NA,NA,NA,NA,NA,NA
"38","1",2018-02-08,0,10,7,10.6999998092651,6.09999990463257,0.430105042333404,0.432910174131393,0.431884976103902,0.435819298028946,NA,NA,NA,NA,NA,NA
"39","1",2018-02-09,0,9.80000019073486,8.80000019073486,10.1000003814697,8.10000038146973,0.431034932947821,0.431778281927109,0.434515636828211,0.436262518167496,NA,NA,NA,NA,NA,NA
"40","1",2018-02-10,0,8.80000019073486,7.09999990463257,8.5,6,0.431199642105235,0.431778281927109,0.434623752617174,0.436262518167496,NA,NA,NA,NA,NA,NA
"41","1",2018-02-11,0.400000005960464,7.5,6.30000019073486,7.5,5.40000009536743,0.431178949773312,0.432005256414413,0.435303950889243,0.436704635620117,NA,NA,NA,NA,NA,NA
"42","1",2018-02-12,0,6.80000019073486,5.19999980926514,6.40000009536743,4.09999990463257,0.431647935882211,0.434258908033371,0.436049557187491,0.439767479896545,NA,NA,NA,NA,NA,NA
"43","1",2018-02-13,0,5.5,3.90000009536743,4.69999980926514,2.70000004768372,0.432379983365536,0.434258908033371,0.440507753648692,0.442775189876556,NA,NA,NA,NA,NA,NA
"44","1",2018-02-14,9.80000016093254,6.40000009536743,4.90000009536743,6.5,3.90000009536743,0.423887229007151,0.442135274410248,0.422666640538308,0.441921412944794,NA,NA,NA,NA,NA,NA
"45","1",2018-02-15,0,7.19999980926514,5,7.80000019073486,4.19999980926514,0.439291332124008,0.440632402896881,0.433126017658247,0.436704635620117,NA,NA,NA,NA,NA,NA
"46","1",2018-02-16,0.200000002980232,7.5,6.09999990463257,8,5.5,0.437607093403737,0.440200507640839,0.434884751836459,0.436925232410431,NA,NA,NA,NA,NA,NA
"47","1",2018-02-17,2.40000005066395,8.5,7.19999980926514,8.89999961853027,7.09999990463257,0.429166504492362,0.438243001699448,0.427054532907075,0.438024073839188,NA,NA,NA,NA,NA,NA
"48","1",2018-02-18,4.40000006556511,7.90000009536743,6.19999980926514,7.40000009536743,5.40000009536743,0.420398878140582,0.436041057109833,0.409695208072662,0.415150225162506,NA,NA,NA,NA,NA,NA
"49","1",2018-02-19,0.200000002980232,6.30000019073486,5.09999990463257,6.19999980926514,4.19999980926514,0.434146759410699,0.440416604280472,0.41773000276751,0.427875071763992,NA,NA,NA,NA,NA,NA
"50","1",2018-02-20,3.40000005066395,5.80000019073486,4.40000009536743,6,3.5,0.430734538162748,0.437585383653641,0.422584047541022,0.430181354284286,NA,NA,NA,NA,NA,NA
"51","1",2018-02-21,0,5.90000009536743,4.69999980926514,5.90000009536743,3.90000009536743,0.430183469007413,0.435374885797501,0.415085334330797,0.422218531370163,NA,NA,NA,NA,NA,NA
"52","1",2018-02-22,2.20000003278255,5.40000009536743,4.19999980926514,5.30000019073486,3.29999995231628,0.438150704941816,0.457207709550858,0.420581629085872,0.43132346868515,NA,NA,NA,NA,NA,NA
"53","1",2018-02-23,0,4.40000009536743,3.09999990463257,3.90000009536743,2.20000004768372,0.4423826098856,0.44862824678421,0.433574953012996,0.439767479896545,NA,NA,NA,NA,NA,NA
"54","1",2018-02-24,6.20000015199184,6,4,6.30000019073486,3.5,0.452453807824188,0.468924641609192,0.425838538135091,0.439984142780304,NA,NA,NA,NA,NA,NA
"55","1",2018-02-25,10.0000001490116,6,5.40000009536743,6.09999990463257,5,0.455611037090421,0.464023619890213,0.426717508998182,0.436041057109833,NA,NA,NA,NA,NA,NA
"56","1",2018-02-26,0,6.59999990463257,4.80000019073486,6.90000009536743,4.19999980926514,0.45425332730843,0.459133893251419,0.42526396136317,0.436041057109833,NA,NA,NA,NA,NA,NA
"57","1",2018-02-27,0,5.80000019073486,4,6.30000019073486,3.09999990463257,0.446102130330271,0.451273560523987,0.434404120677047,0.436041057109833,NA,NA,NA,NA,NA,NA
"58","1",2018-02-28,6.40000011026859,6.40000009536743,5.30000019073486,6.59999990463257,4.90000009536743,0.436325709438986,0.457594990730286,0.422105320418874,0.435374885797501,NA,NA,NA,NA,NA,NA
"59","1",2018-03-01,3.20000004768372,6.80000019073486,5.69999980926514,7.09999990463257,5.30000019073486,0.456406291367279,0.459516078233719,0.420986684660117,0.42926236987114,NA,NA,NA,NA,NA,NA
"60","1",2018-03-02,0.200000002980232,6.59999990463257,5.09999990463257,6.90000009536743,4.40000009536743,0.443141204201513,0.459133893251419,0.423547503848871,0.428107023239136,NA,NA,NA,NA,NA,NA
"61","1",2018-03-03,0.600000008940697,6.80000019073486,5,7,4.09999990463257,0.432098546582792,0.433585852384567,0.424521196219656,0.427642822265625,NA,NA,NA,NA,NA,NA
"62","1",2018-03-04,0,7.09999990463257,4.90000009536743,7.69999980926514,4.09999990463257,0.4327081054863,0.434482663869858,0.428451087946693,0.432231903076172,NA,NA,NA,NA,NA,NA
"63","1",2018-03-05,0,7.5,5,7.69999980926514,4.19999980926514,0.433281879044241,0.434482663869858,0.431569262718161,0.433810472488403,NA,NA,NA,NA,NA,NA
"64","1",2018-03-06,0,7.5,4.80000019073486,7.80000019073486,3.79999995231628,0.433229341482123,0.434482663869858,0.433162956188122,0.434482663869858,NA,NA,NA,NA,NA,NA
"65","1",2018-03-07,0,7.59999990463257,5.30000019073486,8.10000038146973,4.5,0.431937165972259,0.433135688304901,0.433522557011909,0.435152262449265,NA,NA,NA,NA,NA,NA
"66","1",2018-03-08,4.60000006854534,8.19999980926514,6.40000009536743,8.69999980926514,5.90000009536743,0.41919373617404,0.431551039218903,0.420601004113754,0.434706151485443,NA,NA,NA,NA,NA,NA
"67","1",2018-03-09,0,9.69999980926514,7.69999980926514,10.5,7.59999990463257,0.420394752795498,0.437804877758026,0.424285753940543,0.449242740869522,NA,NA,NA,NA,NA,NA
"68","1",2018-03-10,0,9.30000019073486,6.90000009536743,9.89999961853027,6.09999990463257,0.437499426719215,0.438461631536484,0.449096983091699,0.450058281421661,NA,NA,NA,NA,NA,NA
"69","1",2018-03-11,0.200000002980232,10,7.59999990463257,10.5,7,0.433707290432519,0.437145590782166,0.445949457585812,0.450464427471161,NA,NA,NA,NA,NA,NA
"70","1",2018-03-12,0,10.8000001907349,7.40000009536743,11.3999996185303,6.69999980926514,0.435178115756975,0.437365621328354,0.449087866685457,0.451071679592133,NA,NA,NA,NA,NA,NA
"71","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"N0","0","nh3",NA,"1","Mar"
"72","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"N25","25","nh3",0.08,"2","Mar"
"73","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"N50","50","nh3",0.06,"3","Mar"
"74","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"N75","75","nh3",0.07,"4","Mar"
"75","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"N100","100","nh3",0.05,"5","Mar"
"76","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"CV-1","C","nh3",0.04,"6","Mar"
"77","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"CV-2","C","nh3",1.33,"7","Mar"
"78","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"CV-3","C","nh3",NA,"8","Mar"
"79","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"CV-4","C","nh3",NA,"9","Mar"
"80","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"PA-1","P","nh3",NA,"10","Mar"
"81","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"PA-2","P","nh3",0.08,"11","Mar"
"82","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"PA-3","P","nh3",0.07,"12","Mar"
"83","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"PA-4","P","nh3",0.61,"13","Mar"
"84","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"N0","0","no3",NA,"1","Mar"
"85","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"N25","25","no3",0.53,"2","Mar"
"86","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"N50","50","no3",0.15,"3","Mar"
"87","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"N75","75","no3",0.27,"4","Mar"
"88","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"N100","100","no3",0.15,"5","Mar"
"89","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"CV-1","C","no3",2.07,"6","Mar"
"90","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"CV-2","C","no3",0.32,"7","Mar"
"91","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"CV-3","C","no3",NA,"8","Mar"
"92","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"CV-4","C","no3",NA,"9","Mar"
"93","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"PA-1","P","no3",NA,"10","Mar"
"94","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"PA-2","P","no3",0.14,"11","Mar"
"95","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"PA-3","P","no3",0.17,"12","Mar"
"96","1",2018-03-13,11.4000001996756,9.89999961853027,9.10000038146973,10,8.69999980926514,0.42273330502212,0.437585383653641,0.425839556795027,0.45066711306572,"PA-4","P","no3",0.43,"13","Mar"
"97","1",2018-03-14,0.400000005960464,10.3999996185303,8.39999961853027,10.8000001907349,7.90000009536743,0.440219917438096,0.447185039520264,0.423680973135763,0.431551039218903,NA,NA,NA,NA,NA,NA
"98","1",2018-03-15,2.40000006556511,9.69999980926514,8,10.1999998092651,7.19999980926514,0.430777986223499,0.439333319664001,0.425730985899766,0.432458311319351,NA,NA,NA,NA,NA,NA
"99","1",2018-03-16,0,9.60000038146973,7.40000009536743,9.69999980926514,6.69999980926514,0.428421511832211,0.434929370880127,0.42477184575465,0.433135688304901,NA,NA,NA,NA,NA,NA
"100","1",2018-03-17,4.20000007748604,9.30000019073486,8,9.69999980926514,7.5,0.42983308289614,0.438243001699448,0.427782147501906,0.439333319664001,NA,NA,NA,NA,NA,NA
"101","1",2018-03-18,0,9.89999961853027,7.80000019073486,10.3000001907349,7.19999980926514,0.438339675880141,0.441063195466995,0.43987127724621,0.444469422101974,NA,NA,NA,NA,NA,NA
"102","1",2018-03-19,0,9.39999961853027,7.09999990463257,9.69999980926514,6.19999980926514,0.438023931450314,0.439550548791885,0.443168092519045,0.444890201091766,NA,NA,NA,NA,NA,NA
"103","1",2018-03-20,0,9.80000019073486,6.69999980926514,10,5.80000019073486,0.43563176298307,0.438024073839188,0.442595793969101,0.444679945707321,NA,NA,NA,NA,NA,NA
"104","1",2018-03-21,5.00000007450581,10.1999998092651,8.19999980926514,10.8000001907349,7.69999980926514,0.429131739876337,0.434706151485443,0.43633348080847,0.443200409412384,NA,NA,NA,NA,NA,NA
"105","1",2018-03-22,17.4000003188848,9.69999980926514,8.5,9.60000038146973,8,0.452500931711661,0.468924641609192,0.424795138132241,0.436925232410431,NA,NA,NA,NA,NA,NA
"106","1",2018-03-23,19.4000003486872,8.5,6.5,7.90000009536743,6,0.469026693453391,0.474848598241806,0.439471339392993,0.447185039520264,NA,NA,NA,NA,NA,NA
"107","1",2018-03-24,1.40000002086163,7.5,6.09999990463257,7.80000019073486,5.40000009536743,0.45399881961445,0.469989836215973,0.4252614474131,0.441707283258438,NA,NA,NA,NA,NA,NA
"108","1",2018-03-25,0,8.60000038146973,6.09999990463257,9,5.40000009536743,0.435323126200173,0.4412781894207,0.426800315164857,0.432458311319351,NA,NA,NA,NA,NA,NA
"109","1",2018-03-26,0.200000002980232,8.69999980926514,6.69999980926514,9.19999980926514,6.09999990463257,0.4313658165435,0.433585852384567,0.430621487398942,0.433135688304901,NA,NA,NA,NA,NA,NA
"110","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"N0","0","nh3",2.18,"1","Mar"
"111","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"N25","25","nh3",NA,"2","Mar"
"112","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"N50","50","nh3",NA,"3","Mar"
"113","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"N75","75","nh3",1.6,"4","Mar"
"114","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"N100","100","nh3",1.24,"5","Mar"
"115","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"CV-1","C","nh3",1.94,"6","Mar"
"116","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"CV-2","C","nh3",1.34,"7","Mar"
"117","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"CV-3","C","nh3",NA,"8","Mar"
"118","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"CV-4","C","nh3",NA,"9","Mar"
"119","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"PA-1","P","nh3",2.38,"10","Mar"
"120","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"PA-2","P","nh3",2.51,"11","Mar"
"121","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"PA-3","P","nh3",NA,"12","Mar"
"122","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"PA-4","P","nh3",NA,"13","Mar"
"123","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"N0","0","no3",0.12,"1","Mar"
"124","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"N25","25","no3",NA,"2","Mar"
"125","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"N50","50","no3",NA,"3","Mar"
"126","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"N75","75","no3",0.11,"4","Mar"
"127","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"N100","100","no3",0.07,"5","Mar"
"128","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"CV-1","C","no3",1.3,"6","Mar"
"129","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"CV-2","C","no3",0.49,"7","Mar"
"130","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"CV-3","C","no3",NA,"8","Mar"
"131","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"CV-4","C","no3",NA,"9","Mar"
"132","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"PA-1","P","no3",0.15,"10","Mar"
"133","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"PA-2","P","no3",0.08,"11","Mar"
"134","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"PA-3","P","no3",NA,"12","Mar"
"135","1",2018-03-27,0,9.89999961853027,8,10.6000003814697,7.69999980926514,0.427699881709284,0.42926236987114,0.426027728244662,0.427177429199219,"PA-4","P","no3",NA,"13","Mar"
"136","1",2018-03-28,0,11.3000001907349,8.80000019073486,11.8000001907349,8.39999961853027,0.426091084670689,0.427410274744034,0.423987699258659,0.42694428563118,NA,NA,NA,NA,NA,NA
"137","1",2018-03-29,0.200000002980232,11,8.5,11.6000003814697,7.69999980926514,0.425229858661043,0.427642822265625,0.421220062651496,0.423411250114441,NA,NA,NA,NA,NA,NA
"138","1",2018-03-30,0,11.1999998092651,8.30000019073486,11.8000001907349,7.5,0.422572812893324,0.424596428871155,0.420566033158037,0.423173308372498,NA,NA,NA,NA,NA,NA
"139","1",2018-03-31,0,11.6000003814697,9.69999980926514,12.3000001907349,9.39999961853027,0.42118457539214,0.422218531370163,0.421506878195537,0.423173308372498,NA,NA,NA,NA,NA,NA
"140","1",2018-04-01,1.20000001788139,10.8000001907349,9.10000038146973,10.3000001907349,8.5,0.417772846917311,0.421258896589279,0.417809956810541,0.421739339828491,NA,NA,NA,NA,NA,NA
"141","1",2018-04-02,0.200000002980232,10.3999996185303,8.10000038146973,10.8000001907349,7.40000009536743,0.415742611098621,0.422696530818939,0.416602941643861,0.425068378448486,NA,NA,NA,NA,NA,NA
"142","1",2018-04-03,0,9.5,7.69999980926514,9.60000038146973,6.90000009536743,0.421941423581706,0.423173308372498,0.424320799402065,0.426008731126785,NA,NA,NA,NA,NA,NA
"143","1",2018-04-04,0.400000005960464,10.8000001907349,8.89999961853027,11.3999996185303,8.69999980926514,0.420563615651594,0.421499282121658,0.424229405406449,0.425539165735245,NA,NA,NA,NA,NA,NA
"144","1",2018-04-05,5.80000008642673,10.6999998092651,9.89999961853027,10.8999996185303,9.69999980926514,0.415691474452615,0.419810324907303,0.41952885252734,0.424123257398605,NA,NA,NA,NA,NA,NA
