PRISM Time Series Data
Locations: 10
Climate variable: ppt
Spatial resolution: 4km
Period: 2016-07-01 - 2016-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2017-Oct-13
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm)
L001,-123.2046,44.2593,95.0,2016-09-03,0.48
L001,-123.2046,44.2593,95.0,2016-09-04,0.43
L001,-123.2046,44.2593,95.0,2016-09-05,0.00
L001,-123.2046,44.2593,95.0,2016-09-06,0.36
L001,-123.2046,44.2593,95.0,2016-09-07,2.65
L001,-123.2046,44.2593,95.0,2016-09-08,0.00
L001,-123.2046,44.2593,95.0,2016-09-09,0.00
L001,-123.2046,44.2593,95.0,2016-09-10,0.00
L001,-123.2046,44.2593,95.0,2016-09-11,0.00
L001,-123.2046,44.2593,95.0,2016-09-12,0.00
L001,-123.2046,44.2593,95.0,2016-09-13,0.00
L001,-123.2046,44.2593,95.0,2016-09-14,0.00
L001,-123.2046,44.2593,95.0,2016-09-15,0.00
L001,-123.2046,44.2593,95.0,2016-09-16,0.00
L001,-123.2046,44.2593,95.0,2016-09-17,0.00
L001,-123.2046,44.2593,95.0,2016-09-18,2.14
L001,-123.2046,44.2593,95.0,2016-09-19,1.69
L001,-123.2046,44.2593,95.0,2016-09-20,0.00
L001,-123.2046,44.2593,95.0,2016-09-21,0.00
L001,-123.2046,44.2593,95.0,2016-09-22,0.57
L001,-123.2046,44.2593,95.0,2016-09-23,0.54
L001,-123.2046,44.2593,95.0,2016-09-24,0.79
L001,-123.2046,44.2593,95.0,2016-09-25,0.00
L001,-123.2046,44.2593,95.0,2016-09-26,0.00
L001,-123.2046,44.2593,95.0,2016-09-27,0.00
L001,-123.2046,44.2593,95.0,2016-09-28,0.00
L001,-123.2046,44.2593,95.0,2016-09-29,0.00
L001,-123.2046,44.2593,95.0,2016-09-30,0.00
L001,-123.2046,44.2593,95.0,2016-10-01,0.69
L001,-123.2046,44.2593,95.0,2016-10-02,10.49
L001,-123.2046,44.2593,95.0,2016-10-03,2.66
L001,-123.2046,44.2593,95.0,2016-10-04,1.54
L001,-123.2046,44.2593,95.0,2016-10-05,13.87
L001,-123.2046,44.2593,95.0,2016-10-06,3.62
L001,-123.2046,44.2593,95.0,2016-10-07,7.11
L001,-123.2046,44.2593,95.0,2016-10-08,1.38
L001,-123.2046,44.2593,95.0,2016-10-09,0.35
L001,-123.2046,44.2593,95.0,2016-10-10,3.89
L001,-123.2046,44.2593,95.0,2016-10-11,0.96
L001,-123.2046,44.2593,95.0,2016-10-12,0.90
L001,-123.2046,44.2593,95.0,2016-10-13,6.92
L001,-123.2046,44.2593,95.0,2016-10-14,39.14
L001,-123.2046,44.2593,95.0,2016-10-15,25.69
L001,-123.2046,44.2593,95.0,2016-10-16,24.50
L001,-123.2046,44.2593,95.0,2016-10-17,26.43
L001,-123.2046,44.2593,95.0,2016-10-18,37.15
L001,-123.2046,44.2593,95.0,2016-10-19,10.38
L001,-123.2046,44.2593,95.0,2016-10-20,1.60
L001,-123.2046,44.2593,95.0,2016-10-21,13.66
L001,-123.2046,44.2593,95.0,2016-10-22,2.56
L001,-123.2046,44.2593,95.0,2016-10-23,1.50
L001,-123.2046,44.2593,95.0,2016-10-24,0.00
L001,-123.2046,44.2593,95.0,2016-10-25,4.26
L001,-123.2046,44.2593,95.0,2016-10-26,21.07
L001,-123.2046,44.2593,95.0,2016-10-27,14.32
L001,-123.2046,44.2593,95.0,2016-10-28,10.85
L001,-123.2046,44.2593,95.0,2016-10-29,1.99
L001,-123.2046,44.2593,95.0,2016-10-30,2.04
L001,-123.2046,44.2593,95.0,2016-10-31,19.15
L001,-123.2046,44.2593,95.0,2016-11-01,0.66
L001,-123.2046,44.2593,95.0,2016-11-02,0.01
L001,-123.2046,44.2593,95.0,2016-11-03,0.22
L001,-123.2046,44.2593,95.0,2016-11-04,0.00
L001,-123.2046,44.2593,95.0,2016-11-05,0.34
L001,-123.2046,44.2593,95.0,2016-11-06,21.05
L001,-123.2046,44.2593,95.0,2016-11-07,0.00
L001,-123.2046,44.2593,95.0,2016-11-08,0.00
L001,-123.2046,44.2593,95.0,2016-11-09,0.00
L001,-123.2046,44.2593,95.0,2016-11-10,0.16
L001,-123.2046,44.2593,95.0,2016-11-11,2.59
L001,-123.2046,44.2593,95.0,2016-11-12,1.42
L001,-123.2046,44.2593,95.0,2016-11-13,1.18
L001,-123.2046,44.2593,95.0,2016-11-14,4.87
L001,-123.2046,44.2593,95.0,2016-11-15,11.88
L001,-123.2046,44.2593,95.0,2016-11-16,7.88
L001,-123.2046,44.2593,95.0,2016-11-17,1.79
L001,-123.2046,44.2593,95.0,2016-11-18,0.00
L001,-123.2046,44.2593,95.0,2016-11-19,1.78
L001,-123.2046,44.2593,95.0,2016-11-20,4.01
L001,-123.2046,44.2593,95.0,2016-11-21,10.00
L001,-123.2046,44.2593,95.0,2016-11-22,0.52
L001,-123.2046,44.2593,95.0,2016-11-23,8.90
L001,-123.2046,44.2593,95.0,2016-11-24,3.49
L001,-123.2046,44.2593,95.0,2016-11-25,29.15
L001,-123.2046,44.2593,95.0,2016-11-26,4.17
L001,-123.2046,44.2593,95.0,2016-11-27,6.86
L001,-123.2046,44.2593,95.0,2016-11-28,6.33
L001,-123.2046,44.2593,95.0,2016-11-29,8.00
L001,-123.2046,44.2593,95.0,2016-11-30,5.20
L001,-123.2046,44.2593,95.0,2016-12-01,4.25
L001,-123.2046,44.2593,95.0,2016-12-02,0.75
L001,-123.2046,44.2593,95.0,2016-12-03,2.87
L001,-123.2046,44.2593,95.0,2016-12-04,3.64
L001,-123.2046,44.2593,95.0,2016-12-05,12.57
L001,-123.2046,44.2593,95.0,2016-12-06,7.68
L001,-123.2046,44.2593,95.0,2016-12-07,1.15
L001,-123.2046,44.2593,95.0,2016-12-08,4.26
L001,-123.2046,44.2593,95.0,2016-12-09,14.88
L001,-123.2046,44.2593,95.0,2016-12-10,12.29
L001,-123.2046,44.2593,95.0,2016-12-11,10.06
L001,-123.2046,44.2593,95.0,2016-12-12,9.75
L001,-123.2046,44.2593,95.0,2016-12-13,0.00
L001,-123.2046,44.2593,95.0,2016-12-14,1.38
L001,-123.2046,44.2593,95.0,2016-12-15,33.34
L001,-123.2046,44.2593,95.0,2016-12-16,0.00
L001,-123.2046,44.2593,95.0,2016-12-17,0.00
L001,-123.2046,44.2593,95.0,2016-12-18,0.00
L001,-123.2046,44.2593,95.0,2016-12-19,0.66
L001,-123.2046,44.2593,95.0,2016-12-20,9.74
L001,-123.2046,44.2593,95.0,2016-12-21,5.14
L001,-123.2046,44.2593,95.0,2016-12-22,0.00
L001,-123.2046,44.2593,95.0,2016-12-23,4.24
L001,-123.2046,44.2593,95.0,2016-12-24,2.44
L001,-123.2046,44.2593,95.0,2016-12-25,0.36
L001,-123.2046,44.2593,95.0,2016-12-26,0.00
L001,-123.2046,44.2593,95.0,2016-12-27,6.00
L001,-123.2046,44.2593,95.0,2016-12-28,3.76
L001,-123.2046,44.2593,95.0,2016-12-29,0.00
L001,-123.2046,44.2593,95.0,2016-12-30,1.50
L001,-123.2046,44.2593,95.0,2016-12-31,0.28

L002,-123.1406,44.1936,104.0,2016-07-01,0.00
L002,-123.1406,44.1936,104.0,2016-07-02,0.00
L002,-123.1406,44.1936,104.0,2016-07-03,0.00
L002,-123.1406,44.1936,104.0,2016-07-04,0.00
L002,-123.1406,44.1936,104.0,2016-07-05,0.00
L002,-123.1406,44.1936,104.0,2016-07-06,0.00
L002,-123.1406,44.1936,104.0,2016-07-07,0.00
L002,-123.1406,44.1936,104.0,2016-07-08,4.14
L002,-123.1406,44.1936,104.0,2016-07-09,3.85
L002,-123.1406,44.1936,104.0,2016-07-10,2.15
L002,-123.1406,44.1936,104.0,2016-07-11,4.80
L002,-123.1406,44.1936,104.0,2016-07-12,0.01
L002,-123.1406,44.1936,104.0,2016-07-13,0.00
L002,-123.1406,44.1936,104.0,2016-07-14,0.00
L002,-123.1406,44.1936,104.0,2016-07-15,0.00
L002,-123.1406,44.1936,104.0,2016-07-16,0.00
L002,-123.1406,44.1936,104.0,2016-07-17,0.00
L002,-123.1406,44.1936,104.0,2016-07-18,0.00
L002,-123.1406,44.1936,104.0,2016-07-19,0.00
L002,-123.1406,44.1936,104.0,2016-07-20,0.00
L002,-123.1406,44.1936,104.0,2016-07-21,0.00
L002,-123.1406,44.1936,104.0,2016-07-22,0.00
L002,-123.1406,44.1936,104.0,2016-07-23,0.00
L002,-123.1406,44.1936,104.0,2016-07-24,0.00
L002,-123.1406,44.1936,104.0,2016-07-25,0.00
L002,-123.1406,44.1936,104.0,2016-07-26,0.00
L002,-123.1406,44.1936,104.0,2016-07-27,0.00
L002,-123.1406,44.1936,104.0,2016-07-28,0.00
L002,-123.1406,44.1936,104.0,2016-07-29,0.00
L002,-123.1406,44.1936,104.0,2016-07-30,0.00
L002,-123.1406,44.1936,104.0,2016-07-31,0.00
L002,-123.1406,44.1936,104.0,2016-08-01,0.00
L002,-123.1406,44.1936,104.0,2016-08-02,0.00
L002,-123.1406,44.1936,104.0,2016-08-03,0.00
L002,-123.1406,44.1936,104.0,2016-08-04,0.00
L002,-123.1406,44.1936,104.0,2016-08-05,0.00
L002,-123.1406,44.1936,104.0,2016-08-06,0.00
L002,-123.1406,44.1936,104.0,2016-08-07,0.00
L002,-123.1406,44.1936,104.0,2016-08-08,0.00
L002,-123.1406,44.1936,104.0,2016-08-09,0.00
L002,-123.1406,44.1936,104.0,2016-08-10,0.00
L002,-123.1406,44.1936,104.0,2016-08-11,0.00
L002,-123.1406,44.1936,104.0,2016-08-12,0.00
L002,-123.1406,44.1936,104.0,2016-08-13,0.00
L002,-123.1406,44.1936,104.0,2016-08-14,0.00
L002,-123.1406,44.1936,104.0,2016-08-15,0.00
L002,-123.1406,44.1936,104.0,2016-08-16,0.00
L002,-123.1406,44.1936,104.0,2016-08-17,0.00
L002,-123.1406,44.1936,104.0,2016-08-18,0.00
L002,-123.1406,44.1936,104.0,2016-08-19,0.00
L002,-123.1406,44.1936,104.0,2016-08-20,0.00
L002,-123.1406,44.1936,104.0,2016-08-21,0.00
L002,-123.1406,44.1936,104.0,2016-08-22,0.00
L002,-123.1406,44.1936,104.0,2016-08-23,0.00
L002,-123.1406,44.1936,104.0,2016-08-24,0.00
L002,-123.1406,44.1936,104.0,2016-08-25,0.00
L002,-123.1406,44.1936,104.0,2016-08-26,0.00
L002,-123.1406,44.1936,104.0,2016-08-27,0.00
L002,-123.1406,44.1936,104.0,2016-08-28,0.00
L002,-123.1406,44.1936,104.0,2016-08-29,0.00
L002,-123.1406,44.1936,104.0,2016-08-30,0.00
L002,-123.1406,44.1936,104.0,2016-08-31,0.00
L002,-123.1406,44.1936,104.0,2016-09-01,0.27
L002,-123.1406,44.1936,104.0,2016-09-02,1.70
L002,-123.1406,44.1936,104.0,2016-09-03,0.89
L002,-123.1406,44.1936,104.0,2016-09-04,0.00
L002,-123.1406,44.1936,104.0,2016-09-05,0.00
L002,-123.1406,44.1936,104.0,2016-09-06,0.00
L002,-123.1406,44.1936,104.0,2016-09-07,3.07
L002,-123.1406,44.1936,104.0,2016-09-08,0.00
L002,-123.1406,44.1936,104.0,2016-09-09,0.00
L002,-123.1406,44.1936,104.0,2016-09-10,0.00
L002,-123.1406,44.1936,104.0,2016-09-11,0.00
L002,-123.1406,44.1936,104.0,2016-09-12,0.00
L002,-123.1406,44.1936,104.0,2016-09-13,0.00
L002,-123.1406,44.1936,104.0,2016-09-14,0.00
L002,-123.1406,44.1936,104.0,2016-09-15,0.00
L002,-123.1406,44.1936,104.0,2016-09-16,0.00
L002,-123.1406,44.1936,104.0,2016-09-17,0.00
L002,-123.1406,44.1936,104.0,2016-09-18,1.63
L002,-123.1406,44.1936,104.0,2016-09-19,1.86
L002,-123.1406,44.1936,104.0,2016-09-20,0.00
L002,-123.1406,44.1936,104.0,2016-09-21,0.00
L002,-123.1406,44.1936,104.0,2016-09-22,0.00
L002,-123.1406,44.1936,104.0,2016-09-23,0.66
L002,-123.1406,44.1936,104.0,2016-09-24,0.79
L002,-123.1406,44.1936,104.0,2016-09-25,0.00
L002,-123.1406,44.1936,104.0,2016-09-26,0.00
L002,-123.1406,44.1936,104.0,2016-09-27,0.00
L002,-123.1406,44.1936,104.0,2016-09-28,0.00
L002,-123.1406,44.1936,104.0,2016-09-29,0.00
L002,-123.1406,44.1936,104.0,2016-09-30,0.00
L002,-123.1406,44.1936,104.0,2016-10-01,0.53
L002,-123.1406,44.1936,104.0,2016-10-02,9.80
L002,-123.1406,44.1936,104.0,2016-10-03,1.47
L002,-123.1406,44.1936,104.0,2016-10-04,1.38
L002,-123.1406,44.1936,104.0,2016-10-05,12.95
L002,-123.1406,44.1936,104.0,2016-10-06,3.46
L002,-123.1406,44.1936,104.0,2016-10-07,4.55
L002,-123.1406,44.1936,104.0,2016-10-08,1.04
L002,-123.1406,44.1936,104.0,2016-10-09,0.25
L002,-123.1406,44.1936,104.0,2016-10-10,2.26
L002,-123.1406,44.1936,104.0,2016-10-11,0.70
L002,-123.1406,44.1936,104.0,2016-10-12,0.79
L002,-123.1406,44.1936,104.0,2016-10-13,6.42
L002,-123.1406,44.1936,104.0,2016-10-14,32.00
L002,-123.1406,44.1936,104.0,2016-10-15,21.88
L002,-123.1406,44.1936,104.0,2016-10-16,22.76
L002,-123.1406,44.1936,104.0,2016-10-17,26.98
L002,-123.1406,44.1936,104.0,2016-10-18,40.14
L002,-123.1406,44.1936,104.0,2016-10-19,12.75
L002,-123.1406,44.1936,104.0,2016-10-20,1.14
L002,-123.1406,44.1936,104.0,2016-10-21,17.51
L002,-123.1406,44.1936,104.0,2016-10-22,2.35
L002,-123.1406,44.1936,104.0,2016-10-23,0.95
L002,-123.1406,44.1936,104.0,2016-10-24,0.00
L002,-123.1406,44.1936,104.0,2016-10-25,3.71
L002,-123.1406,44.1936,104.0,2016-10-26,21.73
L002,-123.1406,44.1936,104.0,2016-10-27,12.41
L002,-123.1406,44.1936,104.0,2016-10-28,10.28
L002,-123.1406,44.1936,104.0,2016-10-29,3.19
L002,-123.1406,44.1936,104.0,2016-10-30,2.28
L002,-123.1406,44.1936,104.0,2016-10-31,16.23
L002,-123.1406,44.1936,104.0,2016-11-01,0.68
L002,-123.1406,44.1936,104.0,2016-11-02,0.03
L002,-123.1406,44.1936,104.0,2016-11-03,0.00
L002,-123.1406,44.1936,104.0,2016-11-04,0.00
L002,-123.1406,44.1936,104.0,2016-11-05,0.29
L002,-123.1406,44.1936,104.0,2016-11-06,20.01
L002,-123.1406,44.1936,104.0,2016-11-07,0.00
L002,-123.1406,44.1936,104.0,2016-11-08,0.00
L002,-123.1406,44.1936,104.0,2016-11-09,0.00
L002,-123.1406,44.1936,104.0,2016-11-10,0.05
L002,-123.1406,44.1936,104.0,2016-11-11,3.21
L002,-123.1406,44.1936,104.0,2016-11-12,1.00
L002,-123.1406,44.1936,104.0,2016-11-13,0.71
L002,-123.1406,44.1936,104.0,2016-11-14,4.32
L002,-123.1406,44.1936,104.0,2016-11-15,14.02
L002,-123.1406,44.1936,104.0,2016-11-16,7.71
L002,-123.1406,44.1936,104.0,2016-11-17,1.32
L002,-123.1406,44.1936,104.0,2016-11-18,0.00
L002,-123.1406,44.1936,104.0,2016-11-19,1.53
L002,-123.1406,44.1936,104.0,2016-11-20,3.84
L002,-123.1406,44.1936,104.0,2016-11-21,10.72
L002,-123.1406,44.1936,104.0,2016-11-22,0.69
L002,-123.1406,44.1936,104.0,2016-11-23,9.76
L002,-123.1406,44.1936,104.0,2016-11-24,1.98
L002,-123.1406,44.1936,104.0,2016-11-25,21.82
L002,-123.1406,44.1936,104.0,2016-11-26,3.38
L002,-123.1406,44.1936,104.0,2016-11-27,5.97
L002,-123.1406,44.1936,104.0,2016-11-28,5.86
L002,-123.1406,44.1936,104.0,2016-11-29,7.12
L002,-123.1406,44.1936,104.0,2016-11-30,6.06
L002,-123.1406,44.1936,104.0,2016-12-01,2.82
L002,-123.1406,44.1936,104.0,2016-12-02,0.67
L002,-123.1406,44.1936,104.0,2016-12-03,2.86
L002,-123.1406,44.1936,104.0,2016-12-04,3.79
L002,-123.1406,44.1936,104.0,2016-12-05,13.85
L002,-123.1406,44.1936,104.0,2016-12-06,7.11
L002,-123.1406,44.1936,104.0,2016-12-07,1.18
L002,-123.1406,44.1936,104.0,2016-12-08,4.29
L002,-123.1406,44.1936,104.0,2016-12-09,17.00
L002,-123.1406,44.1936,104.0,2016-12-10,13.56
L002,-123.1406,44.1936,104.0,2016-12-11,9.56
L002,-123.1406,44.1936,104.0,2016-12-12,8.38
L002,-123.1406,44.1936,104.0,2016-12-13,0.00
L002,-123.1406,44.1936,104.0,2016-12-14,1.93
L002,-123.1406,44.1936,104.0,2016-12-15,40.04
L002,-123.1406,44.1936,104.0,2016-12-16,0.00
L002,-123.1406,44.1936,104.0,2016-12-17,0.00
L002,-123.1406,44.1936,104.0,2016-12-18,0.00
L002,-123.1406,44.1936,104.0,2016-12-19,0.75
L002,-123.1406,44.1936,104.0,2016-12-20,9.94
L002,-123.1406,44.1936,104.0,2016-12-21,4.82
L002,-123.1406,44.1936,104.0,2016-12-22,0.18
L002,-123.1406,44.1936,104.0,2016-12-23,5.09
L002,-123.1406,44.1936,104.0,2016-12-24,3.56
L002,-123.1406,44.1936,104.0,2016-12-25,0.25
L002,-123.1406,44.1936,104.0,2016-12-26,0.00
L002,-123.1406,44.1936,104.0,2016-12-27,5.47
L002,-123.1406,44.1936,104.0,2016-12-28,4.42
L002,-123.1406,44.1936,104.0,2016-12-29,0.00
L002,-123.1406,44.1936,104.0,2016-12-30,1.72
L002,-123.1406,44.1936,104.0,2016-12-31,0.00

L003L013L014,-123.1783,44.1964,101.0,2016-07-01,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-02,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-03,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-04,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-05,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-06,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-07,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-08,3.77
L003L013L014,-123.1783,44.1964,101.0,2016-07-09,3.47
L003L013L014,-123.1783,44.1964,101.0,2016-07-10,2.10
L003L013L014,-123.1783,44.1964,101.0,2016-07-11,4.72
L003L013L014,-123.1783,44.1964,101.0,2016-07-12,0.17
L003L013L014,-123.1783,44.1964,101.0,2016-07-13,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-14,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-15,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-16,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-17,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-18,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-19,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-20,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-21,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-22,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-23,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-24,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-25,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-26,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-27,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-28,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-29,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-30,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-07-31,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-01,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-02,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-03,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-04,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-05,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-06,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-07,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-08,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-09,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-10,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-11,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-12,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-13,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-14,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-15,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-16,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-17,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-18,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-19,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-20,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-21,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-22,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-23,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-24,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-25,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-26,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-27,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-28,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-29,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-30,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-08-31,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-01,0.32
L003L013L014,-123.1783,44.1964,101.0,2016-09-02,1.41
L003L013L014,-123.1783,44.1964,101.0,2016-09-03,0.82
L003L013L014,-123.1783,44.1964,101.0,2016-09-04,0.02
L003L013L014,-123.1783,44.1964,101.0,2016-09-05,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-06,0.18
L003L013L014,-123.1783,44.1964,101.0,2016-09-07,3.18
L003L013L014,-123.1783,44.1964,101.0,2016-09-08,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-09,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-10,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-11,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-12,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-13,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-14,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-15,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-16,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-17,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-18,1.52
L003L013L014,-123.1783,44.1964,101.0,2016-09-19,1.69
L003L013L014,-123.1783,44.1964,101.0,2016-09-20,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-21,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-22,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-23,0.63
L003L013L014,-123.1783,44.1964,101.0,2016-09-24,0.79
L003L013L014,-123.1783,44.1964,101.0,2016-09-25,0.00
L003L013L014,-123.1783,44.1964,101.0,2016-09-26,0.00
